DATAFLOW,LAST UPDATE,freq,sex,age,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Poland,2009,42.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Poland,2010,44.7,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Poland,2011,47.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Poland,2012,49.9,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Poland,2013,51.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Poland,2014,51.7,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Poland,2015,52.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Poland,2016,53.6,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Poland,2017,53.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Poland,2018,53.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Poland,2019,54.5,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Poland,2020,53.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Poland,2021,51.4,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Poland,2022,51.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Poland,2023,56.0,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2008,29.6,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2009,29.0,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2010,32.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2011,33.1,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2012,34.2,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2013,37.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2014,39.1,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2015,40.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2016,42.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2017,42.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2018,44.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2019,45.5,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2020,48.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2021,54.7,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2022,50.5,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Portugal,2023,48.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2008,20.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2009,21.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2010,22.0,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2011,23.9,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2012,25.6,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2013,26.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2014,28.1,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2015,28.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2016,27.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2017,28.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2018,28.2,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2019,29.2,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2020,28.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2021,26.2,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2022,28.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Romania,2023,25.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Serbia,2010,24.6,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Serbia,2011,27.2,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Serbia,2012,30.0,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Serbia,2013,30.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Serbia,2014,33.7,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Serbia,2015,36.2,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Serbia,2016,38.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Serbia,2017,39.0,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Serbia,2018,40.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Serbia,2019,40.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Serbia,2020,39.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Serbia,2021,41.7,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Serbia,2022,40.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Serbia,2023,41.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2008,46.5,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2009,48.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2010,48.9,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2011,50.2,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2012,50.2,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2013,51.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2014,53.6,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2015,54.5,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2016,55.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2017,54.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2018,55.1,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2019,56.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2020,58.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2021,58.2,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2022,61.0,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Sweden,2023,61.9,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2008,38.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2009,39.5,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2010,40.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2011,44.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2012,45.6,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2013,47.0,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2014,49.1,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2015,52.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2016,54.9,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2017,56.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2018,53.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2019,55.0,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2020,56.6,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2021,60.8,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2022,60.2,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovenia,2023,53.4,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2008,21.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2009,23.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2010,29.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2011,30.7,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2012,32.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2013,35.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2014,36.5,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2015,39.6,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2016,41.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2017,43.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2018,44.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2019,47.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2020,49.2,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2021,51.2,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2022,50.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Slovakia,2023,48.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2008,13.2,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2009,14.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2010,15.2,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2011,16.5,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2012,18.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2013,20.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2014,22.5,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2015,25.5,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2016,28.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2017,30.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2018,32.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2019,34.2,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2020,36.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2021,39.9,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2022,42.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Females,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Türkiye,2023,44.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2008,18.5,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2009,19.6,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2010,18.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2011,19.5,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2012,21.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2013,23.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2014,35.8,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2015,35.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2016,36.2,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2017,36.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2018,36.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2019,37.4,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2020,37.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2021,38.2,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2022,38.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Austria,2023,39.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bosnia and Herzegovina,2021,21.7,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bosnia and Herzegovina,2022,20.9,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bosnia and Herzegovina,2023,21.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2008,36.1,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2009,36.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2010,38.2,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2011,36.5,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2012,35.9,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2013,35.9,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2014,37.1,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2015,37.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2016,37.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2017,40.0,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2018,40.6,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2019,39.9,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2020,40.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2021,44.0,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2022,44.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Belgium,2023,42.6,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bulgaria,2008,19.5,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bulgaria,2009,19.2,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bulgaria,2010,19.7,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bulgaria,2011,20.1,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bulgaria,2012,20.9,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bulgaria,2013,22.0,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bulgaria,2014,23.9,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bulgaria,2015,24.6,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bulgaria,2016,26.1,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bulgaria,2017,26.8,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bulgaria,2018,27.3,,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bulgaria,2019,26.3,b,
ESTAT:SDG_04_20(1.0),12/06/25 23:00:00,Annual,Males,From 25 to 34 years,Percentage,Tertiary education (levels 5-8),Bulgaria,2020,27.2,,
